persons_count,landing_year,noc_2011_level4_eng_desc
5,2004,"9442 - Weavers, knitters and other fabric making occupations"
--,2004,"9445 - Fabric, fur and leather cutters"
50,2004,9446 - Industrial sewing machine operators
5,2004,"9447 - Inspectors and graders, textile, fabric, fur and leather products manufacturing"
10,2004,"9461 - Process control and machine operators, food, beverage and associated products processing"
10,2004,"9462 - Industrial butchers and meat cutters, poultry preparers and related workers"
5,2004,9471 - Plateless printing equipment operators
--,2004,"9472 - Camera, platemaking and other prepress occupations"
--,2004,9473 - Binding and finishing machine operators
--,2004,9474 - Photographic and film processors
--,2004,"9522 - Motor vehicle assemblers, inspectors and testers"
15,2004,"9523 - Electronics assemblers, fabricators, inspectors and testers"
--,2004,"9524 - Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing"
10,2004,"9525 - Assemblers, fabricators and inspectors, industrial electrical motors and transformers"
5,2004,9526 - Mechanical assemblers and inspectors
5,2004,"9527 - Machine operators and inspectors, electrical apparatus manufacturing"
--,2004,9531 - Boat assemblers and inspectors
5,2004,9532 - Furniture and fixture assemblers and inspectors
--,2004,9533 - Other wood products assemblers and inspectors
--,2004,9534 - Furniture finishers and refinishers
5,2004,"9536 - Industrial painters, coaters and metal finishing process operators"
35,2004,"9537 - Other products assemblers, finishers and inspectors"
5,2004,9611 - Labourers in mineral and metal processing
--,2004,9612 - Labourers in metal fabrication
--,2004,9613 - Labourers in chemical products processing and utilities
--,2004,"9614 - Labourers in wood, pulp and paper processing"
--,2004,9615 - Labourers in rubber and plastic products manufacturing
10,2004,9616 - Labourers in textile processing
25,2004,"9617 - Labourers in food, beverage and associated products processing"
70,2004,"9619 - Other labourers in processing, manufacturing and utilities"
640,2004,Not stated
181130,2004,Other
10,2005,0011 - Legislators
15,2005,0012 - Senior government managers and officials
295,2005,"0013 - Senior managers - financial, communications and other business services"
70,2005,"0014 - Senior managers - health, education, social and community services and membership organizations"
90,2005,"0015 - Senior managers - trade, broadcasting and other services, n.e.c."
170,2005,"0016 - Senior managers - construction, transportation, production and utilities"
805,2005,0111 - Financial managers
120,2005,0112 - Human resources managers
110,2005,0113 - Purchasing managers
195,2005,0114 - Other administrative services managers
60,2005,"0121 - Insurance, real estate and financial brokerage managers"
680,2005,"0122 - Banking, credit and other investment managers"
1545,2005,"0124 - Advertising, marketing and public relations managers"
35,2005,0131 - Telecommunication carriers managers
--,2005,0132 - Postal and courier services managers
175,2005,0211 - Engineering managers
35,2005,0212 - Architecture and science managers
315,2005,0213 - Computer and information systems managers
50,2005,0311 - Managers in health care
15,2005,0411 - Government managers - health and social policy development and program administration
15,2005,"0412 - Government managers - economic analysis, policy development and program administration"
5,2005,0413 - Government managers - education policy development and program administration
15,2005,0414 - Other managers in public administration
35,2005,0421 - Administrators - post-secondary education and vocational training
45,2005,0422 - School principals and administrators of elementary and secondary education
20,2005,"0423 - Managers in social, community and correctional services"
15,2005,0431 - Commissioned police officers
--,2005,0432 - Fire chiefs and senior firefighting officers
15,2005,0433 - Commissioned officers of the Canadian Forces
10,2005,"0511 - Library, archive, museum and art gallery managers"
20,2005,"0512 - Managers - publishing, motion pictures, broadcasting and performing arts"
10,2005,"0513 - Recreation, sports and fitness program and service directors"
425,2005,0621 - Retail and wholesale trade managers
175,2005,0631 - Restaurant and food service managers
100,2005,0632 - Accommodation service managers
75,2005,"0651 - Managers in customer and personal services, n.e.c."
110,2005,0711 - Construction managers
20,2005,0712 - Home building and renovation managers
85,2005,0714 - Facility operation and maintenance managers
95,2005,0731 - Managers in transportation
10,2005,0811 - Managers in natural resources production and fishing
225,2005,0821 - Managers in agriculture
35,2005,0822 - Managers in horticulture
5,2005,0823 - Managers in aquaculture
175,2005,0911 - Manufacturing managers
10,2005,0912 - Utilities managers
2015,2005,1111 - Financial auditors and accountants
995,2005,1112 - Financial and investment analysts
50,2005,"1113 - Securities agents, investment dealers and brokers"
145,2005,1114 - Other financial officers
140,2005,1121 - Human resources professionals
1075,2005,1122 - Professional occupations in business management consulting
175,2005,"1123 - Professional occupations in advertising, marketing and public relations"
55,2005,"1211 - Supervisors, general office and administrative support workers"
100,2005,"1212 - Supervisors, finance and insurance office workers"
--,2005,"1213 - Supervisors, library, correspondence and related information workers"
5,2005,"1214 - Supervisors, mail and message distribution occupations"
55,2005,"1215 - Supervisors, supply chain, tracking and scheduling co-ordination occupations"
550,2005,1221 - Administrative officers
225,2005,1222 - Executive assistants
280,2005,1223 - Human resources and recruitment officers
45,2005,1224 - Property administrators
405,2005,1225 - Purchasing agents and officers
25,2005,1226 - Conference and event planners
--,2005,1227 - Court officers and justices of the peace
40,2005,"1228 - Employment insurance, immigration, border services and revenue officers"
735,2005,1241 - Administrative assistants
55,2005,1242 - Legal administrative assistants
45,2005,1243 - Medical administrative assistants
65,2005,"1251 - Court reporters, medical transcriptionists and related occupations"
20,2005,1252 - Health information management occupations
290,2005,1311 - Accounting technicians and bookkeepers
10,2005,1312 - Insurance adjusters and claims examiners
30,2005,1313 - Insurance underwriters
10,2005,"1314 - Assessors, valuators and appraisers"
30,2005,"1315 - Customs, ship and other brokers"
280,2005,1411 - General office support workers
95,2005,1414 - Receptionists
15,2005,1415 - Personnel clerks
--,2005,1416 - Court clerks
45,2005,1422 - Data entry clerks
5,2005,1423 - Desktop publishing operators and related occupations
245,2005,1431 - Accounting and related clerks
5,2005,1432 - Payroll clerks
110,2005,"1434 - Banking, insurance and other financial clerks"
15,2005,1435 - Collectors
15,2005,"1452 - Correspondence, publication and regulatory clerks"
5,2005,1454 - Survey interviewers and statistical clerks
5,2005,"1511 - Mail, postal and related workers"
--,2005,1512 - Letter carriers
5,2005,"1513 - Couriers, messengers and door-to-door distributors"
25,2005,1521 - Shippers and receivers
30,2005,1522 - Storekeepers and partspersons
15,2005,1523 - Production logistics co-ordinators
20,2005,1524 - Purchasing and inventory control workers
--,2005,1525 - Dispatchers
--,2005,1526 - Transportation route and crew schedulers
165,2005,2111 - Physicists and astronomers
940,2005,2112 - Chemists
200,2005,2113 - Geoscientists and oceanographers
25,2005,2114 - Meteorologists and climatologists
60,2005,2115 - Other professional occupations in physical sciences
650,2005,2121 - Biologists and related scientists
60,2005,2122 - Forestry professionals
550,2005,"2123 - Agricultural representatives, consultants and specialists"
1890,2005,2131 - Civil engineers
2475,2005,2132 - Mechanical engineers
2710,2005,2133 - Electrical and electronics engineers
740,2005,2134 - Chemical engineers
440,2005,2141 - Industrial and manufacturing engineers
315,2005,2142 - Metallurgical and materials engineers
110,2005,2143 - Mining engineers
90,2005,2144 - Geological engineers
145,2005,2145 - Petroleum engineers
70,2005,2146 - Aerospace engineers
1445,2005,2147 - Computer engineers (except software engineers and designers)
490,2005,"2148 - Other professional engineers, n.e.c."
355,2005,2151 - Architects
30,2005,2152 - Landscape architects
90,2005,2153 - Urban and land use planners
10,2005,2154 - Land surveyors
205,2005,"2161 - Mathematicians, statisticians and actuaries"
300,2005,2211 - Chemical technologists and technicians
30,2005,2212 - Geological and mineral technologists and technicians
120,2005,2221 - Biological technologists and technicians
10,2005,2222 - Agricultural and fish products inspectors
15,2005,2223 - Forestry technologists and technicians
10,2005,2224 - Conservation and fishery officers
65,2005,2225 - Landscape and horticulture technicians and specialists
325,2005,2231 - Civil engineering technologists and technicians
430,2005,2232 - Mechanical engineering technologists and technicians
190,2005,2233 - Industrial engineering and manufacturing technologists and technicians
60,2005,2234 - Construction estimators
790,2005,2241 - Electrical and electronics engineering technologists and technicians
130,2005,2242 - Electronic service technicians (household and business equipment)
195,2005,2243 - Industrial instrument technicians and mechanics
50,2005,"2244 - Aircraft instrument, electrical and avionics mechanics, technicians and inspectors"
40,2005,2251 - Architectural technologists and technicians
65,2005,2252 - Industrial designers
150,2005,2253 - Drafting technologists and technicians
25,2005,2254 - Land survey technologists and technicians
